Star,[Fe/H],[TiI/Fe],[CaI/Fe],[MgI/Fe],[CuI/Fe],[Al/Mg],[BaII/Fe],[ZnI/Fe],[CeII/Fe],[Mg/Ti],[Y/Ba],[Y/Zn],Teff,logg,vtur,Age,pop,log_S_N
HD11964A,0.08,0.05,0.02,0.06,0.04,0,-0.09,-0.07,0.07,0.009999999999999995,0.03,0.010000000000000009,5332,3.9,0.99,7.774,thin,3.1420764610732848
HD119782,-0.07,0.06,0.03,-0.02,0.02,0.06,0.06,0.05,0.12,-0.08,-0.009999999999999995,0,5120,4.41,0.6,6.542,thin,2.680335513414563
HD119949,-0.41,0.14,0.11,0.11,-0.02,-0.22,-0.06,-0.07,-0.05,-0.030000000000000013,0,0.010000000000000009,6359,4.47,1.65,5.075,thin,2.4345689040341987
HD120344,-0.19,0.06,0.05,0.05,-0.01,0.039999999999999994,0.01,0.07,0.01,-0.009999999999999995,-0.09999999999999999,-0.16,5623,4.42,0.65,9.612,thin,2.1583624920952498
HD120362,0.1,0,0.08,0.02,-0.04,-0.06,-0,-0.05,0.04,0.02,0.17,0.22000000000000003,5517,4.51,1.05,2.729,thin,1.6020599913279623
HD121004,-0.71,0.29,0.29,0.35,-0.13,-0.12999999999999998,0.02,0.17,-0.03,0.06,0.039999999999999994,-0.11000000000000001,5687,4.48,0.76,13.007,halo,2.250420002308894
HD121504,0.14,-0,0.02,-0.04,-0.07,-0.010000000000000002,0.02,-0.09,-0.05,-0.04,0.02,0.13,6022,4.49,1.12,1.067,thin,2.7209857441537393
HD122308,-0.32,0.11,0.1,-0,-0.01,0.1,0.09,-0.03,0.14,-0.11,-0.12,0,5253,4.44,0.59,6.560,thin,1.9867717342662448
HD122474,0.13,-0,-0,-0.01,0.05,0.03,-0.08,-0.01,-0.01,-0.01,0.03,-0.04,5716,4.37,0.88,5.495,thin,1.954242509439325
HD122862,-0.12,0.02,0.05,0.03,-0.02,-0.03,-0.04,-0.01,-0.06,0.009999999999999998,-0.04,-0.07,5982,4.23,1.29,6.718,thin,3.1264561134318045
HD123265,0.19,0.09,-0.01,0.11,0.17,0.020000000000000004,-0.15,-0,0.14,0.020000000000000004,0.01999999999999999,-0.13,5338,4.29,0.85,7.036,high,2.5490032620257876
HD123319,-0.52,0.1,0.1,0.11,-0.04,0.009999999999999995,0.1,-0.03,0.1,0.009999999999999995,-0.13,0,5619,4.56,0.67,8.714,thin,2.2430380486862944
HD12345,-0.21,0.08,0.02,0.04,0.04,0.049999999999999996,-0.02,0.07,0.06,-0.04,0.01,-0.08,5395,4.44,0.69,8.226,thin,2.250420002308894
HD123517,0.09,0.01,0.02,0,-0.11,-0.14,-0.02,-0.09,-0.05,-0.01,-0.039999999999999994,0.03,6082,4.08,1.53,2.478,thin,2.3201462861110542
HD123619,-0.32,0.05,0.12,0.11,-0.07,-0.35,0.01,-0.09,-0.01,0.06,-0.15000000000000002,-0.05000000000000002,6166,4.45,1.38,6.312,thin,1.8864907251724818
HD123651,-0.48,0.07,0.11,0.13,-0.04,-0.09,0,-0.02,-0.09,0.06,-0.13,-0.11,5926,4.55,1.05,9.659,thin,2.0644579892269186
HD1237,0.07,0.01,0.03,-0.06,-0.1,-0.010000000000000009,0.11,-0.07,0.21,-0.06999999999999999,-0.06,0.12000000000000001,5514,4.5,1.09,2.809,thin,2.595496221825574
HD12387,-0.24,0.19,0.13,0.19,0.08,0.03,-0.07,0.19,-0.07,0,-0.01999999999999999,-0.28,5700,4.39,0.93,11.860,thick,2.9813655090785445
HD124106,-0.17,0.09,0.05,-0.06,0.01,0.09,0.09,-0.04,0.22,-0.15,-0.009999999999999995,0.12,5067,4.48,0.61,5.966,thin,2.5575072019056577
HD124292,-0.13,0.08,0.05,0.08,0.04,0.020000000000000004,-0.07,0.07,-0,0,-0.03,-0.17,5443,4.37,0.77,8.486,thin,2.989004615698537
HD124364,-0.27,0.05,0.04,0.05,-0.1,-0.030000000000000002,0.08,-0.02,0.11,0,-0.08,0.02,5584,4.48,0.83,6.284,thin,2.6541765418779604
HD124785,-0.56,0.29,0.25,0.32,-0.03,-0.09,-0.09,0.14,-0.1,0.030000000000000027,0.01999999999999999,-0.21000000000000002,5867,4.2,1.29,8.009,thick,2.598790506763115
HD125072,0.24,0.02,-0.13,0.02,0.16,0.14,-0.12,-0.02,-0.12,0,0.06999999999999999,-0.030000000000000002,4794,4.27,0.53,6.004,thin,2.5171958979499744
HD125184,0.27,0,-0.04,0.03,0.06,0,-0.12,-0.04,-0.07,0.03,0.01999999999999999,-0.060000000000000005,5680,4.1,1.13,6.375,thin,2.429752280002408
HD125271,-0.22,0.09,-0.04,-0.03,0.09,0.14,-0.05,-0.04,-0.15,-0.12,-0.039999999999999994,-0.049999999999999996,4672,4.25,0.12,6.989,thin,1.7323937598229686
HD125455,-0.21,0.12,0.03,0.04,0.02,0.07,-0.04,0.08,0.04,-0.07999999999999999,-0.019999999999999997,-0.14,5095,4.4,0.56,7.375,thin,2.5998830720736876
HD125595,0.09,0.03,-0.03,-0.03,0.11,0.19,-0.11,-0.02,-0.28,-0.06,0.039999999999999994,-0.05,4636,4.2,0.29,5.361,thin,2.9469432706978256
HD125612,0.24,0,0.01,-0.04,-0.04,0.03,-0.01,-0.08,-0.05,-0.04,0.04,0.11,5913,4.43,1.02,1.351,thin,2.6830470382388496
HD125881,0.06,0.01,0.04,-0.03,-0.09,-0.020000000000000004,0.04,-0.07,-0.04,-0.04,-0.010000000000000002,0.1,6036,4.49,1.1,1.278,thin,2.7664128471123997
HD12617,0.14,0.01,-0.1,-0.09,0.1,0.18,-0.03,-0.04,-0.14,-0.09999999999999999,0.06,0.07,4766,4.31,0.19,5.740,thin,2.5237464668115646
HD126525,-0.1,0.05,0.04,0.06,0.02,0.010000000000000009,-0.09,0.05,-0.07,0.009999999999999995,-0.020000000000000004,-0.16,5638,4.37,0.9,8.370,thin,2.725094521081469
HD126681,-1.15,0.31,0.36,0.35,-0.33,-0.17999999999999997,0.23,0.14,0.27,0.03999999999999998,0.01999999999999999,0.10999999999999999,5570,4.7,0.82,13.042,thick,2.387389826338729
HD126793,-0.71,0.31,0.3,0.34,-0.1,-0.35000000000000003,-0.08,0.1,-0.03,0.030000000000000027,0.08,-0.1,5904,4.43,1.22,12.750,thick,2.4409090820652177
HD126803,-0.61,0.28,0.17,0.22,-0.01,0.060000000000000026,0.31,0.2,0.36,-0.060000000000000026,0.06,0.16999999999999998,5470,4.48,0.56,12.600,thick,2.2068258760318495
HD127124,-0.03,0.05,0.03,-0.09,-0.03,0.12,0.01,-0.09,0.17,-0.14,0.01,0.11,5030,4.4,0.64,5.034,thin,2.3384564936046046
HD128113,-0.18,0.06,-0.03,0.11,0.01,-0.009999999999999995,-0.08,0.12,0.01,0.05,-0.05,-0.25,4866,4.28,0.23,7.847,thin,1.9294189257142926
HD128340,-0.55,0.09,0.12,0.08,-0.09,-0.09,0,-0.05,0.09,-0.009999999999999995,-0.17,-0.12000000000000001,6259,4.64,1.42,3.964,thin,2.247973266361807
HD128431,-0.34,0.07,0.01,0.04,-0.02,0.030000000000000006,0.01,0.06,0.04,-0.030000000000000006,-0.02,-0.06999999999999999,5429,4.43,0.61,8.524,thin,1.8976270912904414
HD128571,-0.37,0.08,0.08,0.02,-0.11,-0.15,0.05,-0.08,-0.04,-0.06,-0.15000000000000002,-0.020000000000000004,6159,4.4,1.23,6.743,thin,1.845098040014257
HD128674,-0.38,0.1,0.07,0.11,0.01,-0.009999999999999995,-0.02,0.04,-0.03,0.009999999999999995,-0.05,-0.11000000000000001,5551,4.5,0.71,9.748,thin,2.4265112613645754
HD129191,0.24,0.01,-0.02,0.01,0.07,0.04,-0.13,0.01,-0.09,0,0.03,-0.11,5832,4.39,0.99,2.573,thin,2.3242824552976926
HD129229,-0.42,0.07,0.09,0.11,-0.08,0.2,0.15,-0.05,0.12,0.039999999999999994,-0.16999999999999998,0.030000000000000002,5872,3.89,1.37,3.808,thin,2.3521825181113627
HD129642,-0.09,0.2,0.03,0.1,0.13,0.1,-0.07,-0,-0.02,-0.1,-0.01999999999999999,-0.09,4919,4.35,0.53,6.348,high,2.91539983521227
HD129829,-0.16,0.07,0.08,-0.01,-0.09,-0.11,0.07,-0.12,0.05,-0.08,-0.05,0.13999999999999999,6196,4.66,1.3,1.538,thin,1.9822712330395684
HD130322,-0.02,0.04,0.05,0.01,-0.04,0.049999999999999996,-0.03,-0.01,0.05,-0.03,0.019999999999999997,0,5365,4.37,0.9,5.725,thin,2.5403294747908736
HD13060,0.02,0.09,0.04,0.01,0.02,0.09000000000000001,-0.07,-0.14,0.06,-0.08,0.010000000000000009,0.08000000000000002,5255,4.34,0.82,5.402,thin,2.6344772701607315
HD130930,-0.01,0.17,-0.06,0.04,0.15,0.15,-0.07,0.02,-0.03,-0.13,-0.01999999999999999,-0.11,4963,4.39,0.44,6.540,high,2.4668676203541096
HD130989,-0.23,0.07,0.13,0,-0.06,-0.1,0.01,-0.13,0.02,-0.07,-0.060000000000000005,0.08,6414,4.27,1.85,3.042,thin,2.357934847000454
HD130992,-0.13,0.04,-0.05,0.01,0.05,0.03,-0.04,-0.07,-0.04,-0.03,0.04,0.07,4712,4.37,0.31,5.245,thin,2.7259116322950483
HD131183,0.09,0.08,0.01,0.1,0.08,0.01999999999999999,-0.05,0.06,0.03,0.020000000000000004,-0.020000000000000004,-0.13,5670,4.24,0.97,9.476,high,2.287801729930226
HD131218,-0.06,0.02,0.06,-0.06,-0.13,-0.03,0.16,-0.1,0.22,-0.08,-0.09,0.17,5797,4.55,0.96,2.267,thin,1.7853298350107671
HD131565,-0.16,0.04,0.05,0.04,-0.08,-0.07,0.17,-0.04,0.09,0,-0.09000000000000001,0.12,5612,4.47,0.72,4.235,thin,2.03342375548695
HD131653,-0.66,0.39,0.28,0.28,-0.01,0.04999999999999999,-0.08,0.16,0.02,-0.10999999999999999,0.13,-0.11,5324,4.54,0.35,12.375,thick,2.2695129442179165
HD131664,0.31,0,-0,-0,0.03,0,-0.16,-0.04,-0.03,-0,0.09,-0.030000000000000006,5901,4.5,1.04,1.184,thin,2.637489729512511
HD1320,-0.27,0.04,0.04,0.04,-0.09,-0.04,0.08,0.01,0.04,0,-0.09,-0.02,5679,4.49,0.85,6.409,thin,2.5289167002776547
HD132411,-0.3,0.04,-0.03,0.04,0.01,-0.010000000000000002,-0.05,-0.06,0.07,0,0.010000000000000002,0.019999999999999997,4574,4.25,0.38,5.653,thin,1.968482948553935
HD13252,-0.25,0.12,0.07,0.16,0.05,-0.03,-0.05,0.09,0.03,0.04000000000000001,-0.06,-0.2,5358,4.33,0.59,9.912,thin,1.7558748556724915
HD132569,-0.26,0.1,0.01,0.02,0.02,0,0.11,-0.01,0.25,-0.08,-0.020000000000000004,0.09999999999999999,4967,4.47,0.4,5.300,thin,2.419955748489758
HD132648,-0.37,0.1,0.06,0.08,-0.01,-0.020000000000000004,0.06,0.04,0.09,-0.020000000000000004,-0.06,-0.04,5418,4.49,0.69,7.743,thin,2.8937617620579434
HD133633,-0.45,0.15,0.11,0.15,-0.05,-0.03,-0.01,0.08,0.04,0,-0.08,-0.16999999999999998,5571,4.48,0.69,11.642,thin,2.110589710299249
HD134060,0.14,-0,0.01,0.01,-0.04,-0.03,-0.07,-0.04,-0.09,0.01,0.04000000000000001,0.010000000000000002,5966,4.43,1.1,2.057,thin,2.813580988568192
HD134088,-0.75,0.25,0.24,0.31,-0.12,-0.1,-0.05,0.13,-0.03,0.06,-0.020000000000000004,-0.2,5675,4.46,0.86,13.046,thick,2.4927603890268375
HD134113,-0.74,0.3,0.29,0.36,-0.13,-0.15,-0.08,0.12,-0.07,0.06,0.16,-0.039999999999999994,5782,4.25,1.27,13.097,thick,2.786041210242554
HD134440,-1.33,0.24,0.14,-0.12,-0.59,10.11,-0.25,-0.06,0.09,-0.36,-0.09999999999999998,-0.29,4982,4.89,1.13,5.073,halo,2.4653828514484184
HD134606,0.27,0.03,-0.04,0.04,0.15,0.019999999999999997,-0.14,0.03,0.01,0.010000000000000002,0.09000000000000001,-0.08,5633,4.38,1,5.191,thin,2.7032913781186614
HD134664,0.1,-0,-0,-0.03,-0.07,-0.020000000000000004,0.03,-0.08,0.01,-0.03,-0.009999999999999998,0.1,5865,4.52,0.99,1.688,thin,2.5809249756756194
HD134702,-0.04,0.01,0.02,-0.01,-0.12,-0.01,0.12,-0,0.12,-0.02,-0.03,0.09,5782,4.5,0.74,3.495,thin,2.100370545117563
HD134929B,0.07,0.06,0.03,0.01,0.12,0.08,-0.13,0.04,0.04,-0.049999999999999996,0.03,-0.14,5330,4.36,0.79,5.515,thin,2.1492191126553797
HD134985,-0.61,0.35,0.24,0.21,0.03,0.11000000000000001,-0.14,0.19,-0.12,-0.13999999999999999,0.04000000000000001,-0.29000000000000004,5096,4.44,0.09,11.246,thick,2.1271047983648077
HD134987,0.25,0.02,-0.03,0.06,0.13,0.010000000000000009,-0.15,0.05,-0.04,0.039999999999999994,0.09999999999999999,-0.1,5740,4.3,1.08,5.797,thin,3.1179338350396413
HD135468,-0.02,0.08,0.08,-0,-0.07,-0.18,0.07,-0.21,0.09,-0.08,-0.1,0.18,6417,4.25,1.82,2.370,thin,2.507855871695831
HD135625,0.12,-0.02,0.01,0,0.02,0,-0.07,-0.01,-0.14,0.02,0.030000000000000006,-0.03,6003,4.32,1.16,4.365,thin,2.6074550232146687
HD13578,-0.03,0.03,0.04,0.05,-0.01,0.009999999999999995,-0.04,0.03,-0.08,0.020000000000000004,-0.04,-0.11,5842,4.18,1.12,7.559,thin,2.220108088040055
HD136352,-0.34,0.2,0.13,0.22,0.03,0,-0.08,0.17,-0.08,0.01999999999999999,-0.020000000000000004,-0.27,5664,4.39,0.9,12.168,thick,2.9449759084120477
HD136713,0.08,0.09,-0.02,-0.01,0.16,0.2,-0.15,-0,-0.09,-0.09999999999999999,0.09,-0.06,4911,4.32,0.69,5.380,thin,2.7965743332104296
HD136894,-0.1,0.05,0.06,0.03,-0.05,0.020000000000000004,-0.03,-0.02,0.05,-0.020000000000000004,-0.06,-0.06999999999999999,5412,4.36,0.75,8.701,thin,2.9708116108725178
HD13724,0.23,0.03,0.01,-0.01,-0.01,0.02,-0.07,-0.05,-0.06,-0.04,0.060000000000000005,0.04,5868,4.52,1.02,1.107,thin,2.907411360774586
HD137303,-0.35,0.16,-0.02,-0.19,0.04,0.3,-0.06,-0.07,-0.04,-0.35,-0.03,-0.01999999999999999,4632,4.38,0.17,5.444,thin,2.6283889300503116
HD137388,0.18,0.09,-0.04,-0.02,0.15,0.13999999999999999,-0.21,0.01,0.04,-0.11,0.09,-0.13,5240,4.42,0.93,4.700,thin,2.385606273598312
HD137676,-0.53,0.27,0.15,0.32,0.03,0.08999999999999997,-0.03,0.15,0.02,0.04999999999999999,0.05,-0.13,5253,3.93,0.74,12.327,thick,2.167317334748176
HD13789,-0.01,0.07,-0.05,-0.09,0,0.09999999999999999,0,-0.06,-0.09,-0.16,0.08,0.14,4667,4.29,0.3,5.105,thin,2.6570558528571038
HD13808,-0.21,0.1,0.08,0.04,0.07,0.049999999999999996,0,-0.01,0.11,-0.060000000000000005,-0.03,-0.019999999999999997,5033,4.36,0.63,7.208,thin,3.0060379549973173
HD138549,0,0.03,-0.01,0.01,0,0.019999999999999997,-0.03,0.02,-0.01,-0.019999999999999997,0.009999999999999998,-0.04,5582,4.44,0.87,4.182,thin,2.8188854145940097
HD138799,0.02,0.06,0.06,-0.05,0.1,0.060000000000000005,-0.07,0.08,-0.06,-0.11,0.010000000000000009,-0.14,5224,4.36,0.71,6.612,thin,1.6232492903979006
HD1388,-0.01,0.02,0.03,0.03,-0.03,-0.03,-0.01,-0.04,-0.05,0.009999999999999998,-0.01,0.02,5954,4.41,1.13,4.643,thin,2.8998205024270964
HD138914,-0.12,0.08,0.02,0.02,0.02,0.23,0.07,-0.06,-0.06,-0.06,-0.11000000000000001,0.019999999999999997,4968,4.34,0.64,5.671,thin,2.161368002234975
HD139189,0.01,0.04,-0.05,-0.09,0.08,0.14,-0.03,-0.02,0,-0.13,0.15,0.13999999999999999,4983,4.36,0.59,6.587,thin,2.3010299956639813
HD139536,-0.04,0.14,0.1,-0.11,0.01,0.19,-0.05,-0.17,0.12,-0.25,0.010000000000000002,0.13,5209,4.71,1.13,3.835,thin,2.1789769472931693
HD139590,0.13,-0.01,0.02,-0.05,-0.03,-0.020000000000000004,-0.08,-0.02,-0.11,-0.04,0.05,-0.009999999999999998,6200,4.49,1.31,1.570,thin,2.3541084391474008
HD139710,-0.09,0.05,0.03,-0.05,0.01,0.09,0.11,0.05,0.12,-0.1,-0.05,0.009999999999999995,5085,4.38,0.78,5.726,thin,1.9444826721501687
HD139879,0.3,0.01,-0.01,0,0.02,0.05,-0.13,-0.09,-0.12,-0.01,0.11,0.06999999999999999,6203,4.61,1.25,0.619,thin,2.0086001717619175
HD140785,-0.05,0.01,0.03,0.02,-0.05,0.030000000000000002,-0.06,-0,-0.04,0.01,-0.020000000000000004,-0.08,5756,4.12,1.09,7.754,thin,2.146128035678238
HD140901,0.09,0.03,-0,-0,0.02,0.02,-0.03,-0.01,0.01,-0.03,0.05,0.03,5610,4.46,0.9,3.198,thin,2.8887409606828927
HD141128,0.07,0.05,0.08,-0.12,-0.09,-0.16000000000000003,-0.03,-0.14,-0.21,-0.16999999999999998,0.009999999999999998,0.12000000000000001,6758,4.67,1.65,0.373,thin,1.9637878273455553
HD141597,-0.4,0.31,0.27,0.3,-0.11,-0.18,-0.08,0.1,-0.09,-0.010000000000000009,-0.08,-0.26,6285,4.38,1.23,5.509,thick,2.037426497940624
HD141598,-0.1,0.13,0.07,0.13,0.08,0.03,0.01,0.1,0.09,0,-0.06999999999999999,-0.16,5593,4.37,0.75,10.397,high,2.060697840353612
HD141624,-0.38,0.1,0.09,0.12,-0.1,-0.09999999999999999,-0.11,-0.03,-0.11,0.01999999999999999,-0.05,-0.13,5871,4.4,1.01,10.788,thin,1.9030899869919435
HD141937,0.13,-0.02,0.01,-0.02,-0.06,-0.009999999999999998,0,-0.08,-0.06,0,-0,0.08,5893,4.45,1,1.568,thin,2.419955748489758
HD142,0.09,0.01,-0.22,-0.08,-0.06,-0.15000000000000002,0.05,-0.08,-0.12,-0.09,0.020000000000000004,0.15000000000000002,6403,4.62,1.74,1.393,thin,2.8790958795000727
HD142022A,0.19,0.04,-0.01,0.11,0.08,-0.06,-0.08,-0.04,0.05,0.07,0.009999999999999995,-0.030000000000000006,5508,4.35,0.83,6.394,thin,2.3961993470957363
HD142709,-0.31,0.11,-0.01,-0.03,-0.04,0.14,-0.13,-0.05,-0.15,-0.14,-0.03,-0.11,4536,4.21,0.35,5.329,thin,2.526339277389844
HD142879,-0.39,0.05,0.08,0.04,-0.09,-0.04,0.15,-0.03,0.17,-0.010000000000000002,-0.16,0.019999999999999997,5707,4.51,0.74,8.958,thin,1.919078092376074
HD143114,-0.41,0.19,0.17,0.26,-0.02,-0.06,-0.04,0.14,-0.08,0.07,-0.07,-0.25,5775,4.39,0.92,12.340,thick,2.4885507165004443
HD143295,-0.01,0.04,0.03,-0.03,-0.05,0,0.15,-0.13,0.14,-0.07,-0.07999999999999999,0.2,4940,4.4,0.64,5.157,thin,2.1072099696478683
HD143638,-0.27,0.04,0.07,0.08,-0.05,-0.13,0.01,-0,-0.02,0.04,-0.060000000000000005,-0.05,5954,4.48,1.04,7.537,thin,2.3783979009481375
HD14374,-0.04,0.06,0.05,-0.02,-0.02,0.04,0.08,-0.02,0.12,-0.08,-0.04,0.06,5425,4.48,0.81,4.289,thin,2.6720978579357175
HD143790,-0.06,0.11,0.08,-0.08,-0.06,-0.039999999999999994,0.05,-0.17,0.08,-0.19,-0.13,0.09000000000000001,6557,4.11,2.05,1.882,thin,2.6599162000698504
HD144342,0.07,0.04,0.04,-0.02,0.01,0.05,-0.01,-0.03,0.04,-0.06,0.02,0.04,5403,4.47,0.9,3.487,thin,2.250420002308894
HD144411,-0.32,0.18,0.06,-0.08,0.03,0.19,0.04,-0.02,0.12,-0.26,0,0.06,4839,4.45,0.23,5.127,thin,2.45178643552429
HD144497,-0.11,0.1,0,-0.02,-0.02,0.03,0.04,-0.12,0.15,-0.12000000000000001,-0.010000000000000002,0.15,4953,4.52,0.61,4.969,thin,2.2430380486862944
HD14452,-0.16,0.52,0.37,0.13,-0.04,0.14,0.11,-0.06,0.2,-0.39,-0.03,0.14,5313,4.5,0.85,5.564,high,1.9493900066449128
HD144585,0.33,0.03,-0.01,0.07,0.04,0,-0.1,-0.05,-0.08,0.04000000000000001,0.08,0.030000000000000002,5914,4.35,1.15,2.950,thin,2.9400181550076634
HD144589,-0.05,0.1,0.09,-0.11,-0.13,-0.020000000000000004,0.01,-0.13,0.07,-0.21000000000000002,-0.04,0.1,6372,4.28,1.72,2.762,thin,2.3961993470957363
HD144628,-0.45,0.23,0.13,0.12,0.06,0.06,-0.06,0.07,-0.01,-0.11000000000000001,-0.05,-0.18,5022,4.43,0.43,7.901,thin,2.9827233876685453
HD144846,0.13,0,0,0.01,-0.05,-0.17,-0.03,-0.07,-0.03,0.01,0.05,0.09000000000000001,6102,4.52,1.11,0.917,thin,1.9637878273455553
HD144880,-0.3,0.08,0.13,0.1,-0,-0.07,0.05,-0.05,-0.04,0.020000000000000004,-0.15000000000000002,-0.05,6152,4.38,1.33,6.407,thin,2.0827853703164503
HD145344,-0.68,0.18,0.18,0.16,-0.14,-0.15,-0.09,-0.08,-0.01,-0.01999999999999999,-0.04000000000000001,-0.05,6143,4.39,1.48,9.253,thin,2.271841606536499
HD145377,0.12,0.02,0.04,-0.04,-0.11,-0.019999999999999997,0.16,-0.08,0.07,-0.06,-0.07,0.16999999999999998,6054,4.53,1.11,0.857,thin,2.843855422623161
HD145417,-1.26,0.37,0.3,0.26,-0.32,-0.14,-0.01,0.15,0.31,-0.10999999999999999,0.23,0.07,4953,4.81,0.55,6.104,thick,2.439332693830263
HD145598,-0.78,0.29,0.24,0.32,-0.07,-0.030000000000000027,-0.05,0.17,-0.09,0.030000000000000027,0.060000000000000005,-0.16,5417,4.48,0.59,13.183,thick,2.3010299956639813
HD145666,-0.04,-0,0.04,-0.02,-0.11,-0.05,0.1,-0.09,0.05,-0.02,-0.05,0.14,5958,4.53,1.04,1.590,thin,2.824125833916549
HD145809,-0.25,0.08,0.08,0.11,-0.08,-0.039999999999999994,-0.02,0.03,-0.04,0.03,-0.09,-0.14,5778,4.15,1.14,8.967,thin,2.7442929831226763
HD145927,-0.03,0.01,0,0.02,0.02,0.009999999999999998,-0.04,0.04,-0.06,0.01,-0.010000000000000002,-0.09,5819,4.41,0.93,6.430,thin,2.113943352306837
HD1461,0.19,0.02,-0.01,0.03,0.07,0.020000000000000004,-0.12,0.01,-0.08,0.009999999999999998,0.06,-0.06999999999999999,5765,4.38,0.97,3.730,thin,3.252610340567373
HD146233,0.04,0.02,0.04,0.02,-0.04,-0.03,0.02,-0.05,0.04,0,-0.01,0.060000000000000005,5818,4.45,1,2.852,thin,3.0569048513364727
HD14635,0,0.14,0.05,-0,0.01,0.1,-0.05,-0.06,-0.17,-0.14,0.05,0.06,4685,4.27,0.51,4.888,thin,2.1172712956557644
HD14680,-0.18,0.07,0.03,0.01,-0.04,0.019999999999999997,0.05,-0.02,0.09,-0.060000000000000005,-0.010000000000000002,0.06,4913,4.33,0.48,6.048,thin,2.1931245983544616
HD147147,-0.16,0.08,-0.04,-0.03,-0.13,-0.04000000000000001,0.1,-0.02,0.13,-0.11,0.06,0.18,4695,4.29,0.35,5.546,thin,1.6020599913279623
HD147195,-0.05,0.05,0.06,-0.02,-0.02,0.07,0.07,-0.04,0.13,-0.07,0.009999999999999995,0.12,5557,4.48,0.68,4.908,thin,2.0755469613925306
HD14744,-0.17,0.06,0.04,-0.07,0.04,0.11000000000000001,0.04,-0.04,0.1,-0.13,-0.03,0.05,4871,4.38,0.51,6.255,thin,2.161368002234975
HD14745,-0.14,0.08,0.07,-0.02,-0.06,-0.05,0.06,-0.09,0.08,-0.1,-0.06999999999999999,0.08,6290,4.72,1.46,1.462,thin,2.2405492482826
HD14747,-0.39,0.23,0.15,0.23,0.05,0.01999999999999999,-0.05,0.17,-0.03,0,0,-0.22000000000000003,5516,4.43,0.72,12.174,thick,2.6232492903979003
HD147512,-0.08,0.06,0.02,0.05,0.04,0.039999999999999994,-0.03,0.05,-0.01,-0.009999999999999995,-0.04000000000000001,-0.12000000000000001,5530,4.4,0.81,7.754,thin,2.6884198220027105
HD147513,0.03,0.1,0.15,-0.04,0.07,0.06,0.24,-0.11,0.05,-0.14,0.04999999999999999,0.39999999999999997,5858,4.5,1.03,1.605,thin,3.0402066275747113
HD147518,-0.63,0.24,0.22,0.32,-0.05,-0.12,-0.06,0.18,-0.1,0.08000000000000002,-0.08000000000000002,-0.32,5626,4.4,0.67,12.863,thick,2.1986570869544226
HD148156,0.25,-0,0.03,-0.05,0.01,-0.15999999999999998,-0.16,-0.05,-0.15,-0.05,0.05,-0.06,6251,4.51,1.36,0.800,thin,2.656098202012832
HD148211,-0.62,0.23,0.19,0.23,-0.04,-0.14,-0.11,0.04,-0.02,0,0,-0.15,5948,4.36,1.4,12.123,thick,2.8915374576725643
HD148303,-0.03,0.04,-0.05,-0.13,-0.02,0.14,0.01,-0.04,0.12,-0.17,0.03,0.08,4829,4.44,0.55,5.626,thin,2.5390760987927767
HD148577,-0.09,0.12,0.08,0.13,0.08,0.06,-0.04,0.16,-0.09,0.010000000000000009,-0.049999999999999996,-0.25,5713,4.29,0.95,10.904,high,2.3180633349627615
HD14868,0.02,-0.03,0.04,0.01,-0.09,-0.02,0.1,-0.08,0.01,0.04,-0.03,0.15000000000000002,5864,4.44,0.9,3.826,thin,1.9344984512435677
HD148816,-0.71,0.27,0.24,0.3,-0.1,-0.12999999999999998,-0.18,0.1,-0.17,0.02999999999999997,0.06999999999999999,-0.21000000000000002,5908,4.39,1.36,12.790,thick,2.615950051656401
HD149200,0.15,0.1,0.06,-0.12,-0.11,0.04999999999999999,-0.08,-0.22,0.04,-0.22,0.08,0.22,6416,4.64,1.74,0.868,thin,2.220108088040055
HD149396,0.19,0.02,-0.01,-0.03,0.02,0.04,-0.08,-0.02,-0.09,-0.05,0.06,0,5657,4.47,0.91,2.180,thin,2.667452952889954
HD149724,0.37,0.02,-0.07,0.05,0.14,0.009999999999999995,-0.19,0.01,-0.03,0.030000000000000002,0.13,-0.06999999999999999,5747,4.24,1.08,4.819,thin,2.093421685162235
HD149747,-0.34,0.05,0.07,0.03,-0.09,-0.11,0.14,0,0.16,-0.020000000000000004,-0.07,0.07,5823,3.95,1.28,3.233,thin,2.220108088040055
HD150139,-0.51,0.14,0.17,0.17,-0.09,-0.15000000000000002,-0.08,-0.03,-0.09,0.03,-0.08,-0.13,5968,4.29,1.29,10.720,thin,2.385606273598312
HD150177,-0.58,0.17,0.14,0.04,-0.04,0.12,-0.06,-0.06,-0.04,-0.13,-0.020000000000000004,-0.020000000000000004,6216,4.18,1.76,5.806,thin,3.0549958615291417
HD150433,-0.36,0.25,0.16,0.25,0.04,0.010000000000000009,-0.11,0.17,-0.1,0,0.009999999999999995,-0.27,5665,4.43,0.88,12.345,thick,2.81424759573192
HD150437,0.3,0,-0.01,-0.01,0.16,0.04,-0.17,0.02,-0.19,-0.01,0.06000000000000001,-0.13,5826,4.29,1.09,4.425,thin,2.103803720955957
HD150474,0.01,0.03,-0.02,0.04,0.04,0.04,-0.03,-0.01,0.01,0.010000000000000002,-0.010000000000000002,-0.03,5425,4.01,0.96,7.957,thin,2.103803720955957
